item_id,cleanout_bag_id,category,donor_state,weight_grams,disposition,timestamp,evidence_id
TB-2887,TU-BAG-10764,Denim,GA,566,UNVERIFIED_EXPORT,2026-09-03T22:52:00.000Z,
TB-2888,TU-BAG-10764,Denim,CA,,LISTED_RESALE,2026-09-03T22:54:00.000Z,RS-22188
TB-2889,TU-BAG-10765,Tops,CA,182,REPAIRED,2026-09-03T22:56:00.000Z,RP-22189
TB-2890,TU-BAG-10765,Denim,CA,584,LANDFILL,2026-09-03T22:58:00.000Z,
TB-2891,TU-BAG-10766,Outerwear,CA,,UNVERIFIED_EXPORT,2026-09-03T23:00:00.000Z,
TB-2892,TU-BAG-10766,Outerwear,NY,1071,REPAIRED,2026-09-03T23:02:00.000Z,RP-22192
TB-2893,TU-BAG-10767,Knitwear,,406,LISTED_RESALE,2026-09-03T23:04:00.000Z,RS-22193
TB-2894,TU-BAG-10767,Knitwear,CA,312,LISTED_RESALE,2026-09-03T23:06:00.000Z,RS-22194
TB-2895,TU-BAG-10768,Tops,CA,154,REPAIRED,2026-09-03T23:08:00.000Z,RP-22195
TB-2896,TU-BAG-10768,Denim,CA,,LISTED_RESALE,2026-09-03T23:10:00.000Z,RS-22196
TB-2897,TU-BAG-10769,Knitwear,CA,350,REPAIRED,2026-09-03T23:12:00.000Z,RP-22197
TB-2898,TU-BAG-10769,Denim,TX,530,LISTED_RESALE,2026-09-03T23:14:00.000Z,RS-22198
TB-2899,TU-BAG-10770,Knitwear,CA,408,REPAIRED,2026-09-03T23:16:00.000Z,RP-22199
TB-2900,TU-BAG-10770,Knitwear,FL,,REPAIRED,2026-09-03T23:18:00.000Z,RP-22200
TB-2901,TU-BAG-10771,Outerwear,CA,950,REPAIRED,2026-09-03T23:20:00.000Z,RP-22201
TB-2902,TU-BAG-10771,Denim,,,REPAIRED,2026-09-03T23:22:00.000Z,RP-22202
TB-2903,TU-BAG-10772,Accessories,CA,106,REPAIRED,2026-09-03T23:24:00.000Z,RP-22203
TB-2904,TU-BAG-10772,Accessories,CO,,REPAIRED,2026-09-03T23:26:00.000Z,RP-22204
TB-2905,TU-BAG-10773,Accessories,AZ,,UNVERIFIED_EXPORT,2026-09-03T23:28:00.000Z,
TB-2906,TU-BAG-10773,Outerwear,CA,,LISTED_RESALE,2026-09-03T23:30:00.000Z,RS-22206
TB-2907,TU-BAG-10774,Accessories,CA,123,REPAIRED,2026-09-03T23:32:00.000Z,RP-22207
TB-2908,TU-BAG-10774,Denim,CA,660,REPAIRED,2026-09-03T23:34:00.000Z,RP-22208
TB-2909,TU-BAG-10775,Denim,TX,674,REPAIRED,2026-09-03T23:36:00.000Z,RP-22209
TB-2910,TU-BAG-10775,Denim,CA,,REPAIRED,2026-09-03T23:38:00.000Z,RP-22210
TB-2911,TU-BAG-10776,Accessories,FL,135,LISTED_RESALE,2026-09-03T23:40:00.000Z,RS-22211
TB-2912,TU-BAG-10776,Knitwear,OR,359,DOWN_CYCLED_SHRED,2026-09-03T23:42:00.000Z,
TB-2913,TU-BAG-10777,Denim,CA,651,REPAIRED,2026-09-03T23:44:00.000Z,RP-22213
TB-2914,TU-BAG-10777,Denim,OR,,LISTED_RESALE,2026-09-03T23:46:00.000Z,RS-22214
TB-2915,TU-BAG-10778,Tops,CA,,LISTED_RESALE,2026-09-03T23:48:00.000Z,RS-22215
TB-2916,TU-BAG-10778,Knitwear,CA,317,LISTED_RESALE,2026-09-03T23:50:00.000Z,RS-22216
TB-2917,TU-BAG-10779,Tops,CA,211,REPAIRED,2026-09-03T23:52:00.000Z,RP-22217
TB-2918,TU-BAG-10779,Knitwear,CA,,LISTED_RESALE,2026-09-03T23:54:00.000Z,RS-22218
TB-2919,TU-BAG-10780,Outerwear,CA,968,LISTED_RESALE,2026-09-03T23:56:00.000Z,RS-22219
TB-2920,TU-BAG-10780,Denim,CA,676,REPAIRED,2026-09-03T23:58:00.000Z,RP-22220
TB-2921,TU-BAG-10781,Outerwear,CA,1047,REPAIRED,2026-09-04T00:00:00.000Z,RP-22221
TB-2922,TU-BAG-10781,Accessories,CA,,LISTED_RESALE,2026-09-04T00:02:00.000Z,RS-22222
TB-2923,TU-BAG-10782,Accessories,,106,LISTED_RESALE,2026-09-04T00:04:00.000Z,RS-22223
TB-2924,TU-BAG-10782,Accessories,CA,130,UNVERIFIED_EXPORT,2026-09-04T00:06:00.000Z,
TB-2925,TU-BAG-10783,Denim,CA,630,LISTED_RESALE,2026-09-04T00:08:00.000Z,RS-22225
TB-2926,TU-BAG-10783,Accessories,CA,104,REPAIRED,2026-09-04T00:10:00.000Z,RP-22226
TB-2927,TU-BAG-10784,Tops,CA,163,LANDFILL,2026-09-04T00:12:00.000Z,
TB-2928,TU-BAG-10784,Knitwear,CA,413,DOWN_CYCLED_SHRED,2026-09-04T00:14:00.000Z,
TB-2929,TU-BAG-10785,Knitwear,AZ,,REPAIRED,2026-09-04T00:16:00.000Z,RP-22229
TB-2930,TU-BAG-10785,Knitwear,CA,409,LISTED_RESALE,2026-09-04T00:18:00.000Z,RS-22230
TB-2931,TU-BAG-10786,Accessories,FL,130,LISTED_RESALE,2026-09-04T00:20:00.000Z,RS-22231
TB-2932,TU-BAG-10786,Knitwear,CA,,REPAIRED,2026-09-04T00:22:00.000Z,RP-22232
TB-2933,TU-BAG-10787,Tops,CA,,LISTED_RESALE,2026-09-04T00:24:00.000Z,RS-22233
TB-2934,TU-BAG-10787,Accessories,IL,114,LISTED_RESALE,2026-09-04T00:26:00.000Z,RS-22234
TB-2935,TU-BAG-10788,Denim,CA,551,LISTED_RESALE,2026-09-04T00:28:00.000Z,RS-22235
TB-2936,TU-BAG-10788,Knitwear,CA,411,LISTED_RESALE,2026-09-04T00:30:00.000Z,RS-22236
TB-2937,TU-BAG-10789,Tops,CA,153,LISTED_RESALE,2026-09-04T00:32:00.000Z,RS-22237
TB-2938,TU-BAG-10789,Knitwear,GA,368,REPAIRED,2026-09-04T00:34:00.000Z,RP-22238
TB-2939,TU-BAG-10790,Outerwear,CA,940,REPAIRED,2026-09-04T00:36:00.000Z,RP-22239
TB-2940,TU-BAG-10790,Tops,CA,,LISTED_RESALE,2026-09-04T00:38:00.000Z,RS-22240
TB-2941,TU-BAG-10791,Outerwear,CA,,REPAIRED,2026-09-04T00:40:00.000Z,RP-22241
TB-2942,TU-BAG-10791,Accessories,CA,129,REPAIRED,2026-09-04T00:42:00.000Z,RP-22242
TB-2943,TU-BAG-10792,Accessories,CA,112,LISTED_RESALE,2026-09-04T00:44:00.000Z,RS-22243
TB-2944,TU-BAG-10792,Accessories,CA,,LISTED_RESALE,2026-09-04T00:46:00.000Z,RS-22244
TB-2945,TU-BAG-10793,Outerwear,CA,,REPAIRED,2026-09-04T00:48:00.000Z,RP-22245
TB-2946,TU-BAG-10793,Denim,,,LISTED_RESALE,2026-09-04T00:50:00.000Z,RS-22246
TB-2947,TU-BAG-10794,Knitwear,IL,341,REPAIRED,2026-09-04T00:52:00.000Z,RP-22247
TB-2948,TU-BAG-10794,Denim,,655,REPAIRED,2026-09-04T00:54:00.000Z,RP-22248
TB-2949,TU-BAG-10795,Tops,CA,182,LISTED_RESALE,2026-09-04T00:56:00.000Z,RS-22249
TB-2950,TU-BAG-10795,Denim,CA,743,REPAIRED,2026-09-04T00:58:00.000Z,RP-22250
TB-2951,TU-BAG-10796,Knitwear,CO,,REPAIRED,2026-09-04T01:00:00.000Z,RP-22251
TB-2952,TU-BAG-10796,Outerwear,CA,907,LANDFILL,2026-09-04T01:02:00.000Z,
TB-2953,TU-BAG-10797,Knitwear,CA,320,LISTED_RESALE,2026-09-04T01:04:00.000Z,RS-22253
TB-2954,TU-BAG-10797,Outerwear,CA,827,REPAIRED,2026-09-04T01:06:00.000Z,RP-22254
TB-2955,TU-BAG-10798,Knitwear,CA,418,LISTED_RESALE,2026-09-04T01:08:00.000Z,RS-22255
TB-2956,TU-BAG-10798,Denim,NY,741,REPAIRED,2026-09-04T01:10:00.000Z,RP-22256
TB-2957,TU-BAG-10799,Accessories,AZ,115,UNVERIFIED_EXPORT,2026-09-04T01:12:00.000Z,
TB-2958,TU-BAG-10799,Denim,CA,641,LANDFILL,2026-09-04T01:14:00.000Z,
TB-2959,TU-BAG-10800,Accessories,CA,107,LISTED_RESALE,2026-09-04T01:16:00.000Z,RS-22259
TB-2960,TU-BAG-10800,Accessories,CA,,LISTED_RESALE,2026-09-04T01:18:00.000Z,RS-22260
TB-2961,TU-BAG-10801,Tops,CA,,LANDFILL,2026-09-04T01:20:00.000Z,
TB-2962,TU-BAG-10801,Knitwear,CA,302,LISTED_RESALE,2026-09-04T01:22:00.000Z,RS-22262
TB-2963,TU-BAG-10802,Knitwear,WA,322,REPAIRED,2026-09-04T01:24:00.000Z,RP-22263
TB-2964,TU-BAG-10802,Accessories,FL,139,UNVERIFIED_EXPORT,2026-09-04T01:26:00.000Z,
TB-2965,TU-BAG-10803,Accessories,CA,,LISTED_RESALE,2026-09-04T01:28:00.000Z,RS-22265
TB-2966,TU-BAG-10803,Outerwear,GA,,DOWN_CYCLED_SHRED,2026-09-04T01:30:00.000Z,
TB-2967,TU-BAG-10804,Tops,CA,157,REPAIRED,2026-09-04T01:32:00.000Z,RP-22267
TB-2968,TU-BAG-10804,Accessories,CA,112,DOWN_CYCLED_SHRED,2026-09-04T01:34:00.000Z,
TB-2969,TU-BAG-10805,Denim,,592,REPAIRED,2026-09-04T01:36:00.000Z,RP-22269
TB-2970,TU-BAG-10805,Knitwear,CA,403,LANDFILL,2026-09-04T01:38:00.000Z,
TB-2971,TU-BAG-10806,Tops,CA,,REPAIRED,2026-09-04T01:40:00.000Z,RP-22271
TB-2972,TU-BAG-10806,Tops,CA,,LISTED_RESALE,2026-09-04T01:42:00.000Z,RS-22272
TB-2973,TU-BAG-10807,Accessories,GA,,LISTED_RESALE,2026-09-04T01:44:00.000Z,RS-22273
TB-2974,TU-BAG-10807,Knitwear,,347,REPAIRED,2026-09-04T01:46:00.000Z,RP-22274
TB-2975,TU-BAG-10808,Denim,CA,766,REPAIRED,2026-09-04T01:48:00.000Z,RP-22275
TB-2976,TU-BAG-10808,Denim,CA,692,UNVERIFIED_EXPORT,2026-09-04T01:50:00.000Z,
TB-2977,TU-BAG-10809,Denim,CA,577,REPAIRED,2026-09-04T01:52:00.000Z,RP-22277
TB-2978,TU-BAG-10809,Outerwear,CA,857,LISTED_RESALE,2026-09-04T01:54:00.000Z,RS-22278
TB-2979,TU-BAG-10810,Knitwear,CA,340,REPAIRED,2026-09-04T01:56:00.000Z,RP-22279
TB-2980,TU-BAG-10810,Tops,CA,,REPAIRED,2026-09-04T01:58:00.000Z,RP-22280
TB-2981,TU-BAG-10811,Accessories,IL,114,REPAIRED,2026-09-04T02:00:00.000Z,RP-22281
TB-2982,TU-BAG-10811,Accessories,CA,140,LISTED_RESALE,2026-09-04T02:02:00.000Z,RS-22282
TB-2983,TU-BAG-10812,Accessories,CA,,REPAIRED,2026-09-04T02:04:00.000Z,RP-22283
TB-2984,TU-BAG-10812,Tops,,172,REPAIRED,2026-09-04T02:06:00.000Z,RP-22284
TB-2985,TU-BAG-10813,Denim,CA,728,UNVERIFIED_EXPORT,2026-09-04T02:08:00.000Z,
TB-2986,TU-BAG-10813,Outerwear,CA,,REPAIRED,2026-09-04T02:10:00.000Z,RP-22286
TB-2987,TU-BAG-10814,Denim,CA,639,REPAIRED,2026-09-04T02:12:00.000Z,RP-22287
TB-2988,TU-BAG-10814,Tops,CA,210,UNVERIFIED_EXPORT,2026-09-04T02:14:00.000Z,
TB-2989,TU-BAG-10815,Denim,NY,,REPAIRED,2026-09-04T02:16:00.000Z,RP-22289
TB-2990,TU-BAG-10815,Knitwear,CA,410,LISTED_RESALE,2026-09-04T02:18:00.000Z,RS-22290
TB-2991,TU-BAG-10816,Denim,OR,,LISTED_RESALE,2026-09-04T02:20:00.000Z,RS-22291
TB-2992,TU-BAG-10816,Accessories,CA,97,REPAIRED,2026-09-04T02:22:00.000Z,RP-22292
TB-2993,TU-BAG-10817,Outerwear,CA,,LISTED_RESALE,2026-09-04T02:24:00.000Z,RS-22293
TB-2994,TU-BAG-10817,Knitwear,CA,334,REPAIRED,2026-09-04T02:26:00.000Z,RP-22294
TB-2995,TU-BAG-10818,Knitwear,CA,385,LISTED_RESALE,2026-09-04T02:28:00.000Z,RS-22295
TB-2996,TU-BAG-10818,Knitwear,CA,355,REPAIRED,2026-09-04T02:30:00.000Z,RP-22296
TB-2997,TU-BAG-10819,Accessories,CA,,UNVERIFIED_EXPORT,2026-09-04T02:32:00.000Z,
TB-2998,TU-BAG-10819,Tops,CA,196,LISTED_RESALE,2026-09-04T02:34:00.000Z,RS-22298
TB-2999,TU-BAG-10820,Denim,CA,648,REPAIRED,2026-09-04T02:36:00.000Z,RP-22299
TB-3000,TU-BAG-10820,Knitwear,CA,,REPAIRED,2026-09-04T02:38:00.000Z,RP-22300
TB-3001,TU-BAG-10821,Tops,CA,,LISTED_RESALE,2026-09-04T02:40:00.000Z,RS-22301
TB-3002,TU-BAG-10821,Tops,CA,155,LISTED_RESALE,2026-09-04T02:42:00.000Z,RS-22302
TB-3003,TU-BAG-10822,Knitwear,IL,,REPAIRED,2026-09-04T02:44:00.000Z,RP-22303
TB-3004,TU-BAG-10822,Denim,CA,647,LISTED_RESALE,2026-09-04T02:46:00.000Z,RS-22304
TB-3005,TU-BAG-10823,Accessories,CA,120,REPAIRED,2026-09-04T02:48:00.000Z,RP-22305
TB-3006,TU-BAG-10823,Denim,CA,606,DOWN_CYCLED_SHRED,2026-09-04T02:50:00.000Z,
TB-3007,TU-BAG-10824,Tops,GA,167,REPAIRED,2026-09-04T02:52:00.000Z,RP-22307
TB-3008,TU-BAG-10824,Tops,,,REPAIRED,2026-09-04T02:54:00.000Z,RP-22308
TB-3009,TU-BAG-10825,Accessories,CA,135,LISTED_RESALE,2026-09-04T02:56:00.000Z,RS-22309
TB-3010,TU-BAG-10825,Knitwear,,,LISTED_RESALE,2026-09-04T02:58:00.000Z,RS-22310
TB-3011,TU-BAG-10826,Knitwear,CA,420,LISTED_RESALE,2026-09-04T03:00:00.000Z,RS-22311
TB-3012,TU-BAG-10826,Tops,CA,,REPAIRED,2026-09-04T03:02:00.000Z,RP-22312
TB-3013,TU-BAG-10827,Tops,CA,192,LANDFILL,2026-09-04T03:04:00.000Z,
TB-3014,TU-BAG-10827,Denim,CA,729,LISTED_RESALE,2026-09-04T03:06:00.000Z,RS-22314
TB-3015,TU-BAG-10828,Accessories,,114,LISTED_RESALE,2026-09-04T03:08:00.000Z,RS-22315
TB-3016,TU-BAG-10828,Tops,CA,214,REPAIRED,2026-09-04T03:10:00.000Z,RP-22316
TB-3017,TU-BAG-10829,Knitwear,CO,310,REPAIRED,2026-09-04T03:12:00.000Z,RP-22317
TB-3018,TU-BAG-10829,Tops,CA,,REPAIRED,2026-09-04T03:14:00.000Z,RP-22318
TB-3019,TU-BAG-10830,Accessories,CA,113,REPAIRED,2026-09-04T03:16:00.000Z,RP-22319
TB-3020,TU-BAG-10830,Outerwear,CA,745,REPAIRED,2026-09-04T03:18:00.000Z,RP-22320
TB-3021,TU-BAG-10831,Accessories,CA,129,LANDFILL,2026-09-04T03:20:00.000Z,
TB-3022,TU-BAG-10831,Outerwear,CA,835,LISTED_RESALE,2026-09-04T03:22:00.000Z,RS-22322
TB-3023,TU-BAG-10832,Denim,CA,634,LANDFILL,2026-09-04T03:24:00.000Z,
TB-3024,TU-BAG-10832,Accessories,CA,,UNVERIFIED_EXPORT,2026-09-04T03:26:00.000Z,
TB-3025,TU-BAG-10833,Tops,CA,191,LANDFILL,2026-09-04T03:28:00.000Z,
TB-3026,TU-BAG-10833,Outerwear,,780,REPAIRED,2026-09-04T03:30:00.000Z,RP-22326
TB-3027,TU-BAG-10834,Tops,CA,146,DOWN_CYCLED_SHRED,2026-09-04T03:32:00.000Z,
TB-3028,TU-BAG-10834,Denim,FL,610,REPAIRED,2026-09-04T03:34:00.000Z,RP-22328
TB-3029,TU-BAG-10835,Tops,CA,164,LISTED_RESALE,2026-09-04T03:36:00.000Z,RS-22329
TB-3030,TU-BAG-10835,Denim,CA,,LANDFILL,2026-09-04T03:38:00.000Z,
TB-3031,TU-BAG-10836,Outerwear,CA,922,LISTED_RESALE,2026-09-04T03:40:00.000Z,RS-22331
TB-3032,TU-BAG-10836,Accessories,GA,114,REPAIRED,2026-09-04T03:42:00.000Z,RP-22332
TB-3033,TU-BAG-10837,Denim,CA,,REPAIRED,2026-09-04T03:44:00.000Z,RP-22333
TB-3034,TU-BAG-10837,Accessories,,,REPAIRED,2026-09-04T03:46:00.000Z,RP-22334
TB-3035,TU-BAG-10838,Outerwear,CA,,LISTED_RESALE,2026-09-04T03:48:00.000Z,RS-22335
TB-3036,TU-BAG-10838,Accessories,CO,,REPAIRED,2026-09-04T03:50:00.000Z,RP-22336
TB-3037,TU-BAG-10839,Knitwear,CA,296,REPAIRED,2026-09-04T03:52:00.000Z,RP-22337
TB-3038,TU-BAG-10839,Denim,CA,637,REPAIRED,2026-09-04T03:54:00.000Z,RP-22338
TB-3039,TU-BAG-10840,Outerwear,NY,906,LISTED_RESALE,2026-09-04T03:56:00.000Z,RS-22339
TB-3040,TU-BAG-10840,Accessories,CA,133,LISTED_RESALE,2026-09-04T03:58:00.000Z,RS-22340
TB-3041,TU-BAG-10841,Tops,CA,208,UNVERIFIED_EXPORT,2026-09-04T04:00:00.000Z,
TB-3042,TU-BAG-10841,Outerwear,CA,888,LISTED_RESALE,2026-09-04T04:02:00.000Z,RS-22342
TB-3043,TU-BAG-10842,Tops,CA,,LISTED_RESALE,2026-09-04T04:04:00.000Z,RS-22343
TB-3044,TU-BAG-10842,Tops,CA,153,LISTED_RESALE,2026-09-04T04:06:00.000Z,RS-22344
TB-3045,TU-BAG-10843,Accessories,CA,100,REPAIRED,2026-09-04T04:08:00.000Z,RP-22345
TB-3046,TU-BAG-10843,Tops,CA,172,REPAIRED,2026-09-04T04:10:00.000Z,RP-22346
TB-3047,TU-BAG-10844,Denim,CO,526,REPAIRED,2026-09-04T04:12:00.000Z,RP-22347
TB-3048,TU-BAG-10844,Outerwear,,992,LISTED_RESALE,2026-09-04T04:14:00.000Z,RS-22348
TB-3049,TU-BAG-10845,Accessories,CA,107,LISTED_RESALE,2026-09-04T04:16:00.000Z,RS-22349
TB-3050,TU-BAG-10845,Accessories,CA,,LISTED_RESALE,2026-09-04T04:18:00.000Z,RS-22350
TB-3051,TU-BAG-10846,Denim,CA,702,LISTED_RESALE,2026-09-04T04:20:00.000Z,RS-22351
TB-3052,TU-BAG-10846,Accessories,CA,,UNVERIFIED_EXPORT,2026-09-04T04:22:00.000Z,
TB-3053,TU-BAG-10847,Tops,NY,195,LISTED_RESALE,2026-09-04T04:24:00.000Z,RS-22353
TB-3054,TU-BAG-10847,Knitwear,CA,379,REPAIRED,2026-09-04T04:26:00.000Z,RP-22354
TB-3055,TU-BAG-10848,Outerwear,CA,918,REPAIRED,2026-09-04T04:28:00.000Z,RP-22355
TB-3056,TU-BAG-10848,Denim,CA,722,LISTED_RESALE,2026-09-04T04:30:00.000Z,RS-22356
TB-3057,TU-BAG-10849,Tops,CO,171,REPAIRED,2026-09-04T04:32:00.000Z,RP-22357
TB-3058,TU-BAG-10849,Outerwear,CA,965,DOWN_CYCLED_SHRED,2026-09-04T04:34:00.000Z,
TB-3059,TU-BAG-10850,Outerwear,CA,,REPAIRED,2026-09-04T04:36:00.000Z,RP-22359
TB-3060,TU-BAG-10850,Accessories,CA,127,DOWN_CYCLED_SHRED,2026-09-04T04:38:00.000Z,
TB-3061,TU-BAG-10851,Denim,CA,694,REPAIRED,2026-09-04T04:40:00.000Z,RP-22361
TB-3062,TU-BAG-10851,Tops,CA,178,LISTED_RESALE,2026-09-04T04:42:00.000Z,RS-22362
TB-3063,TU-BAG-10852,Denim,TX,624,REPAIRED,2026-09-04T04:44:00.000Z,RP-22363
TB-3064,TU-BAG-10852,Accessories,IL,113,UNVERIFIED_EXPORT,2026-09-04T04:46:00.000Z,
TB-3065,TU-BAG-10853,Tops,NY,212,REPAIRED,2026-09-04T04:48:00.000Z,RP-22365
TB-3066,TU-BAG-10853,Denim,OR,694,REPAIRED,2026-09-04T04:50:00.000Z,RP-22366
TB-3067,TU-BAG-10854,Tops,CA,155,REPAIRED,2026-09-04T04:52:00.000Z,RP-22367
TB-3068,TU-BAG-10854,Accessories,CA,,REPAIRED,2026-09-04T04:54:00.000Z,RP-22368
TB-3069,TU-BAG-10855,Tops,CA,175,REPAIRED,2026-09-04T04:56:00.000Z,RP-22369
TB-3070,TU-BAG-10855,Accessories,CA,103,REPAIRED,2026-09-04T04:58:00.000Z,RP-22370
TB-3071,TU-BAG-10856,Knitwear,CA,300,DOWN_CYCLED_SHRED,2026-09-04T05:00:00.000Z,
TB-3072,TU-BAG-10856,Accessories,CA,,LISTED_RESALE,2026-09-04T05:02:00.000Z,RS-22372
TB-3073,TU-BAG-10857,Knitwear,OR,394,LISTED_RESALE,2026-09-04T05:04:00.000Z,RS-22373
TB-3074,TU-BAG-10857,Outerwear,CA,1002,REPAIRED,2026-09-04T05:06:00.000Z,RP-22374
TB-3075,TU-BAG-10858,Outerwear,CA,,REPAIRED,2026-09-04T05:08:00.000Z,RP-22375
TB-3076,TU-BAG-10858,Outerwear,CO,,REPAIRED,2026-09-04T05:10:00.000Z,RP-22376
TB-3077,TU-BAG-10859,Tops,NY,182,LISTED_RESALE,2026-09-04T05:12:00.000Z,RS-22377
TB-3078,TU-BAG-10859,Tops,CA,164,LISTED_RESALE,2026-09-04T05:14:00.000Z,RS-22378
TB-3079,TU-BAG-10860,Knitwear,CA,387,REPAIRED,2026-09-04T05:16:00.000Z,RP-22379
TB-3080,TU-BAG-10860,Tops,CO,172,DOWN_CYCLED_SHRED,2026-09-04T05:18:00.000Z,
TB-3081,TU-BAG-10861,Knitwear,CA,307,LISTED_RESALE,2026-09-04T05:20:00.000Z,RS-22381
TB-3082,TU-BAG-10861,Outerwear,CA,758,REPAIRED,2026-09-04T05:22:00.000Z,RP-22382
TB-3083,TU-BAG-10862,Tops,TX,,LISTED_RESALE,2026-09-04T05:24:00.000Z,RS-22383
TB-3084,TU-BAG-10862,Accessories,CA,,REPAIRED,2026-09-04T05:26:00.000Z,RP-22384
TB-3085,TU-BAG-10863,Knitwear,CA,331,LISTED_RESALE,2026-09-04T05:28:00.000Z,RS-22385
TB-3086,TU-BAG-10863,Denim,TX,765,LISTED_RESALE,2026-09-04T05:30:00.000Z,RS-22386
TB-3087,TU-BAG-10864,Denim,CA,690,REPAIRED,2026-09-04T05:32:00.000Z,RP-22387
TB-3088,TU-BAG-10864,Knitwear,CA,,REPAIRED,2026-09-04T05:34:00.000Z,RP-22388
TB-3089,TU-BAG-10865,Outerwear,CA,1000,LANDFILL,2026-09-04T05:36:00.000Z,
TB-3090,TU-BAG-10865,Outerwear,OR,,REPAIRED,2026-09-04T05:38:00.000Z,RP-22390
TB-3091,TU-BAG-10866,Denim,CA,558,LISTED_RESALE,2026-09-04T05:40:00.000Z,RS-22391
TB-3092,TU-BAG-10866,Outerwear,,826,REPAIRED,2026-09-04T05:42:00.000Z,RP-22392
TB-3093,TU-BAG-10867,Outerwear,OR,905,LISTED_RESALE,2026-09-04T05:44:00.000Z,RS-22393
TB-3094,TU-BAG-10867,Accessories,AZ,,REPAIRED,2026-09-04T05:46:00.000Z,RP-22394
TB-3095,TU-BAG-10868,Accessories,,132,LISTED_RESALE,2026-09-04T05:48:00.000Z,RS-22395
TB-3096,TU-BAG-10868,Tops,TX,211,LISTED_RESALE,2026-09-04T05:50:00.000Z,RS-22396
TB-3097,TU-BAG-10869,Accessories,NV,114,LISTED_RESALE,2026-09-04T05:52:00.000Z,RS-22397
TB-3098,TU-BAG-10869,Accessories,CA,,REPAIRED,2026-09-04T05:54:00.000Z,RP-22398
TB-3099,TU-BAG-10870,Outerwear,CA,725,LISTED_RESALE,2026-09-04T05:56:00.000Z,RS-22399
TB-3100,TU-BAG-10870,Accessories,CA,129,LISTED_RESALE,2026-09-04T05:58:00.000Z,RS-22400
TB-3101,TU-BAG-10871,Accessories,IL,121,LISTED_RESALE,2026-09-04T06:00:00.000Z,RS-22401
TB-3102,TU-BAG-10871,Outerwear,CA,1073,LISTED_RESALE,2026-09-04T06:02:00.000Z,RS-22402
TB-3103,TU-BAG-10872,Denim,CA,621,REPAIRED,2026-09-04T06:04:00.000Z,RP-22403
TB-3104,TU-BAG-10872,Knitwear,OR,,LISTED_RESALE,2026-09-04T06:06:00.000Z,RS-22404
TB-3105,TU-BAG-10873,Accessories,,113,LISTED_RESALE,2026-09-04T06:08:00.000Z,RS-22405
TB-3106,TU-BAG-10873,Accessories,CA,124,REPAIRED,2026-09-04T06:10:00.000Z,RP-22406
TB-3107,TU-BAG-10874,Tops,CA,146,LISTED_RESALE,2026-09-04T06:12:00.000Z,RS-22407
TB-3108,TU-BAG-10874,Denim,FL,644,LISTED_RESALE,2026-09-04T06:14:00.000Z,RS-22408
TB-3109,TU-BAG-10875,Denim,CA,,LISTED_RESALE,2026-09-04T06:16:00.000Z,RS-22409
TB-3110,TU-BAG-10875,Knitwear,CO,,DOWN_CYCLED_SHRED,2026-09-04T06:18:00.000Z,
TB-3111,TU-BAG-10876,Tops,CA,144,LISTED_RESALE,2026-09-04T06:20:00.000Z,RS-22411
TB-3112,TU-BAG-10876,Knitwear,CA,371,LANDFILL,2026-09-04T06:22:00.000Z,
TB-3113,TU-BAG-10877,Tops,CO,,LISTED_RESALE,2026-09-04T06:24:00.000Z,RS-22413
TB-3114,TU-BAG-10877,Tops,CA,,REPAIRED,2026-09-04T06:26:00.000Z,RP-22414
TB-3115,TU-BAG-10878,Tops,CA,176,LISTED_RESALE,2026-09-04T06:28:00.000Z,RS-22415
TB-3116,TU-BAG-10878,Outerwear,CA,929,REPAIRED,2026-09-04T06:30:00.000Z,RP-22416
TB-3117,TU-BAG-10879,Denim,OR,534,LISTED_RESALE,2026-09-04T06:32:00.000Z,RS-22417
TB-3118,TU-BAG-10879,Knitwear,NV,391,REPAIRED,2026-09-04T06:34:00.000Z,RP-22418
TB-3119,TU-BAG-10880,Tops,CA,151,LISTED_RESALE,2026-09-04T06:36:00.000Z,RS-22419
TB-3120,TU-BAG-10880,Knitwear,,,REPAIRED,2026-09-04T06:38:00.000Z,RP-22420
TB-3121,TU-BAG-10881,Denim,WA,774,LISTED_RESALE,2026-09-04T06:40:00.000Z,RS-22421
TB-3122,TU-BAG-10881,Knitwear,CA,348,LISTED_RESALE,2026-09-04T06:42:00.000Z,RS-22422
TB-3123,TU-BAG-10882,Outerwear,CA,925,REPAIRED,2026-09-04T06:44:00.000Z,RP-22423
TB-3124,TU-BAG-10882,Accessories,CA,98,LISTED_RESALE,2026-09-04T06:46:00.000Z,RS-22424
TB-3125,TU-BAG-10883,Knitwear,FL,323,REPAIRED,2026-09-04T06:48:00.000Z,RP-22425
TB-3126,TU-BAG-10883,Denim,,,DOWN_CYCLED_SHRED,2026-09-04T06:50:00.000Z,
TB-3127,TU-BAG-10884,Knitwear,CA,415,LISTED_RESALE,2026-09-04T06:52:00.000Z,RS-22427
TB-3128,TU-BAG-10884,Outerwear,FL,1037,LISTED_RESALE,2026-09-04T06:54:00.000Z,RS-22428
TB-3129,TU-BAG-10885,Tops,CA,199,LISTED_RESALE,2026-09-04T06:56:00.000Z,RS-22429
TB-3130,TU-BAG-10885,Accessories,,110,LISTED_RESALE,2026-09-04T06:58:00.000Z,RS-22430
TB-3131,TU-BAG-10886,Knitwear,,,LISTED_RESALE,2026-09-04T07:00:00.000Z,RS-22431
